Nom,Categorie,CID,Formule,Masse_molaire,LogP,HBD,HBA,TPSA,SMILES,Source_structure,Source_toxicologie,Plante,Partie_utilisee,Statut_donnees,RDKit_Masse_molaire,RDKit_LogP,RDKit_HBD,RDKit_HBA,RDKit_TPSA,Atomes_lourds,Anneaux,Liaisons_rotatables,LD50_mg_kg,LogLD50,Toxicite,Risque,RKdit_masse_molaire
CID_5322246,Industrial,5322246,C12H12O3,204.22,2.9,1,3,46.5,CCCC1=CC(=O)OC2=C1C=CC(=C2)O,PubChem,,,,Structure_PubChem,204.225,2.4511,1,3,50.44,15,2,2,,,,,204.225
CID_5324648,Industrial,5324648,C12H10O4,218.20,1.7,1,4,63.6,CC1=CC(=O)OC2=C1C=CC(=C2C(=O)C)O,PubChem,,,,Structure_PubChem,218.208,2.0096,1,4,67.51,16,2,1,,,,,218.208
CID_5328811,Industrial,5328811,C9H7NO,145.16,2,1,2,44.0,C1=CC(=CC=C1/C=C/C#N)O,PubChem,,,,Structure_PubChem,145.161,1.929,1,2,44.02,11,1,1,,,,,145.161
CID_5331295,Industrial,5331295,C16H14O3,254.28,3.9,1,3,46.5,COC1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,PubChem,,,,Structure_PubChem,254.285,3.2969,1,3,46.53,19,2,4,,,,,254.285
CID_5354284,Industrial,5354284,C10H8O4,192.17,1.1,2,4,66.8,CC1=CC(=O)OC2=CC(=CC(=C12)O)O,PubChem,,,,Structure_PubChem,192.17,1.5126,2,4,70.67,14,2,0,,,,,192.17
CID_5354448,Industrial,5354448,C12H14O,174.24,3.1,0,1,17.1,CC(C)C(=O)/C=C/C1=CC=CC=C1,PubChem,,,,Structure_PubChem,174.243,2.9249,0,1,17.07,13,1,3,,,,,174.243
CID_5355469,Industrial,5355469,C18H18O5,314.3,3.8,1,5,65.0,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2OC)OC)O,PubChem,,,,Structure_PubChem,314.337,3.3141,1,5,64.99,23,2,6,,,,,314.337
CID_5355888,Industrial,5355888,C16H14O4,270.28,3.5,2,4,66.8,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=CC(=C2)O)O,PubChem,,,,Structure_PubChem,270.284,3.0025,2,4,66.76,20,2,4,,,,,270.284
CID_5356088,Industrial,5356088,C8H6Cl2,173.04,3.4,0,0,0.0,C1=CC=C(C=C1)/C(=C\Cl)/Cl,PubChem,,,,Structure_PubChem,173.042,3.4626,0,0,0.0,10,1,1,,,,,173.042
CID_5356112,Industrial,5356112,C21H30O,298.5,7.6,1,1,20.2,C=CC/C=C/C/C=C/CCCCCCCC1=CC(=CC=C1)O,PubChem,,,,Structure_PubChem,298.47,6.3539,1,1,20.23,22,1,12,,,,,298.47
CID_5356121,Industrial,5356121,C17H16O4,284.31,3.8,1,4,55.8,COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC=CC=C2)O,PubChem,,,,Structure_PubChem,284.311,3.3055,1,4,55.76,21,2,5,,,,,284.311
CID_5356732,Industrial,5356732,C10H12,132.20,3.5,0,0,0.0,C/C=C/CC1=CC=CC=C1,PubChem,,,,Structure_PubChem,132.206,2.8052,0,0,0.0,10,1,2,,,,,132.206
CID_5356785,Industrial,5356785,C14H12,180.24,4.8,0,0,0.0,C1=CC=C(C=C1)/C=C\C2=CC=CC=C2,PubChem,,,,Structure_PubChem,180.25,3.857,0,0,0.0,14,2,2,,,,,180.25
CID_5357402,Industrial,5357402,C18H15Sn,350.0,,0,0,0.0,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3,PubChem,,,,Structure_PubChem,350.029,2.2028,0,0,0.0,19,3,3,,,,,350.029
CID_5357488,Industrial,5357488,C17H16O4,284.31,4,1,4,55.8,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O,PubChem,,,,Structure_PubChem,284.311,3.3055,1,4,55.76,21,2,5,,,,,284.311
CID_5359485,Industrial,5359485,C14H10O5,258.23,2.9,3,5,87.0,CC1=CC(=CC2=C1C3=C(C(=CC(=C3)O)O)C(=O)O2)O,PubChem,,,,Structure_PubChem,258.229,2.3714,3,5,90.9,19,3,0,,,,,258.229
CID_5370618,Industrial,5370618,C11H14,146.23,3.9,0,0,0.0,CCC/C=C/C1=CC=CC=C1,PubChem,,,,Structure_PubChem,146.233,3.4999,0,0,0.0,11,1,3,,,,,146.233
CID_5370622,Industrial,5370622,C10H12,132.20,3.6,0,0,0.0,CC/C=C/C1=CC=CC=C1,PubChem,,,,Structure_PubChem,132.206,3.1098,0,0,0.0,10,1,2,,,,,132.206
CID_5370638,Industrial,5370638,C16H16,208.30,4.8,0,0,0.0,C1=CC=C(C=C1)C/C=C/CC2=CC=CC=C2,PubChem,,,,Structure_PubChem,208.304,4.028,0,0,0.0,16,2,4,,,,,208.304
CID_5370646,Industrial,5370646,C11H12O,160.21,2.1,0,1,17.1,C/C(=C\C1=CC=CC=C1)/C(=O)C,PubChem,,,,Structure_PubChem,160.216,2.6789,0,1,17.07,12,1,2,,,,,160.216
CID_5371102,Industrial,5371102,C13H16O3,220.26,4.4,1,3,46.5,CC/C=C\CCOC(=O)C1=CC=CC=C1O,PubChem,,,,Structure_PubChem,220.268,2.9053,1,3,46.53,16,1,5,,,,,220.268
CID_5371758,Industrial,5371758,C10H10,130.19,3.6,0,0,0.0,C=C/C=C/C1=CC=CC=C1,PubChem,,,,Structure_PubChem,130.19,2.8858,0,0,0.0,10,1,2,,,,,130.19
CID_5375252,Industrial,5375252,C10H8O4,192.17,0.8,2,4,66.8,CC1=CC(=O)C2=C(C=C(C=C2O1)O)O,PubChem,,,,Structure_PubChem,192.17,1.5126,2,4,70.67,14,2,0,,,,,192.17
CID_5375465,Industrial,5375465,C14H12O,196.24,3.9,1,1,20.2,C1=CC=C(C=C1)/C=C/C2=CC(=CC=C2)O,PubChem,,,,Structure_PubChem,196.249,3.5626,1,1,20.23,15,2,2,,,,,196.249
CID_5376036,Industrial,5376036,C13H8O3,212.20,3.6,1,3,46.5,C1=CC=C2C(=C1)C(=O)C3=C(C=CC=C3O2)O,PubChem,,,,Structure_PubChem,212.204,2.6518,1,3,50.44,16,3,0,,,,,212.204
CID_5376733,Industrial,5376733,C18H16,232.3,6.1,0,0,0.0,C1=CC=C(C=C1)/C=C/C=C/C=C/C2=CC=CC=C2,PubChem,,,,Structure_PubChem,232.326,4.9694,0,0,0.0,18,2,4,,,,,232.326
CID_5380645,Industrial,5380645,C16H14O3,254.28,4.1,1,3,46.5,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=CC=C2)O,PubChem,,,,Structure_PubChem,254.285,3.2969,1,3,46.53,19,2,4,,,,,254.285
CID_5380976,Industrial,5380976,C16H12O3,252.26,3.1,1,3,46.5,CC1=C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=CC=C3,PubChem,,,,Structure_PubChem,252.269,3.474,1,3,50.44,19,3,1,,,,,252.269
CID_5391140,Industrial,5391140,C15H10O4,254.24,3.3,2,4,66.8,C1=CC(=CC(=C1)O)C2=CC(=O)C3=C(O2)C=C(C=C3)O,PubChem,,,,Structure_PubChem,254.241,2.8712,2,4,70.67,19,3,1,,,,,254.241
CID_5391149,Industrial,5391149,C15H10O4,254.24,3.3,2,4,66.8,C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,PubChem,,,,Structure_PubChem,254.241,2.8712,2,4,70.67,19,3,1,,,,,254.241
CID_5391151,Industrial,5391151,C16H12O3,252.26,3.6,1,3,46.5,CC1=C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=CC=C3,PubChem,,,,Structure_PubChem,252.269,3.474,1,3,50.44,19,3,1,,,,,252.269
CID_5393151,Industrial,5393151,C15H10O4,254.24,2.6,2,4,66.8,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=CC=C3O2)O)O,PubChem,,,,Structure_PubChem,254.241,2.8712,2,4,70.67,19,3,1,,,,,254.241
CID_5393152,Industrial,5393152,C15H10O4,254.24,3,2,4,66.8,C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O,PubChem,,,,Structure_PubChem,254.241,2.8712,2,4,70.67,19,3,1,,,,,254.241
CID_5393176,Industrial,5393176,C15H10O3,238.24,3.2,1,3,46.5,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O,PubChem,,,,Structure_PubChem,238.242,3.1656,1,3,50.44,18,3,1,,,,,238.242
CID_5411574,Industrial,5411574,C11H8O4,204.18,1.8,1,4,63.6,CC(=O)C1=C(C=CC2=C1OC(=O)C=C2)O,PubChem,,,,Structure_PubChem,204.181,1.7012,1,4,67.51,15,2,1,,,,,204.181
CID_5412990,Industrial,5412990,C11H10O3,190.19,2.3,1,3,46.5,CC1=C(C(=O)OC2=C1C=CC(=C2)O)C,PubChem,,,,Structure_PubChem,190.198,2.1154,1,3,50.44,14,2,0,,,,,190.198
CID_5462907,Industrial,5462907,C10H12,132.20,3.6,0,0,0.0,CC/C=C\C1=CC=CC=C1,PubChem,,,,Structure_PubChem,132.206,3.1098,0,0,0.0,10,1,2,,,,,132.206
CID_5463403,Industrial,5463403,C9H10O,134.17,2.6,1,1,20.2,C/C=C/C1=CC=CC=C1O,PubChem,,,,Structure_PubChem,134.178,2.4253,1,1,20.23,10,1,1,,,,,134.178
CID_5463415,Industrial,5463415,C12H13N,171.24,3.4,0,1,23.8,CCC/C=C(\C#N)/C1=CC=CC=C1,PubChem,,,,Structure_PubChem,171.243,3.3937,0,1,23.79,13,1,3,,,,,171.243
CID_5463804,Industrial,5463804,C12H13N,171.24,3.1,0,1,23.8,CC(CC1=CC=CC=C1)(C=C)C#N,PubChem,,,,Structure_PubChem,171.243,2.945,0,1,23.79,13,1,3,,,,,171.243
CID_5468522,Industrial,5468522,C18H24O,256.4,6.1,1,1,20.2,CC(=CCC[C@@](C)(C=C)/C=C/C1=CC=C(C=C1)O)C,PubChem,,,,Structure_PubChem,256.389,5.3441,1,1,20.23,19,1,6,,,,,256.389
CID_5470819,Industrial,5470819,C13H16O,188.26,4.2,1,1,20.2,CC(C)(C=C)/C=C/C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,188.27,3.6176,1,1,20.23,14,1,3,,,,,188.27
CID_5474441,Industrial,5474441,C9H10O,134.17,2.6,1,1,20.2,C/C=C/C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,134.178,2.4253,1,1,20.23,10,1,1,,,,,134.178
CID_5481961,Industrial,5481961,C20H18O6,354.4,3.6,4,6,107.0,CC(=CCC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=C(C=C(C=C3)O)O)C,PubChem,,,,Structure_PubChem,354.358,3.7911,4,6,111.13,26,3,3,,,,,354.358
CID_5481970,Industrial,5481970,C15H10O6,286.24,1.4,4,6,107.0,C1=CC(=C(C=C1O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,PubChem,,,,Structure_PubChem,286.239,2.2824,4,6,111.13,21,3,1,,,,,286.239
CID_5489487,Industrial,5489487,C22H28O5,372.5,5.5,2,5,83.8,CCCC1=CC(=O)OC2=C1C(=C(C(=C2C(=O)CC(C)C)O)CC=C(C)C)O,PubChem,,,,Structure_PubChem,372.461,4.8942,2,5,87.74,27,2,7,,,,,372.461
CID_5704879,Industrial,5704879,C14H12O,196.24,3.8,1,1,20.2,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2O,PubChem,,,,Structure_PubChem,196.249,3.5626,1,1,20.23,15,2,2,,,,,196.249
CID_5708783,Industrial,5708783,C12H12O,172.22,2.7,0,1,17.1,CC(=O)/C=C/C=C/C1=CC=CC=C1,PubChem,,,,Structure_PubChem,172.227,2.845,0,1,17.07,13,1,3,,,,,172.227
CID_5711223,Industrial,5711223,C16H14O4,270.28,3.7,2,4,66.8,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)O)O,PubChem,,,,Structure_PubChem,270.284,3.0025,2,4,66.76,20,2,4,,,,,270.284
CID_5748555,Industrial,5748555,C25H26O5,406.5,5.8,2,5,83.8,CC(C)CC(=O)C1=C(C(=C(C2=C1OC(=O)C=C2C3=CC=CC=C3)O)CC=C(C)C)O,PubChem,,,,Structure_PubChem,406.478,5.6087,2,5,87.74,30,3,6,,,,,406.478
CID_5791138,Industrial,5791138,C9H10O,134.17,2.6,1,1,20.2,C/C=C\C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,134.178,2.4253,1,1,20.23,10,1,1,,,,,134.178
CID_5793914,Industrial,5793914,C15H14O,210.27,4.1,1,1,20.2,C1=CC=C(C=C1)/C=C/CC2=CC=C(C=C2)O,PubChem,,,,Structure_PubChem,210.276,3.6481,1,1,20.23,16,2,3,,,,,210.276
CID_5961410,Industrial,5961410,C20H20O3,308.4,5.4,1,3,46.5,CC(=CCOC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=CC=C2)O)C,PubChem,,,,Structure_PubChem,308.377,4.6333,1,3,46.53,23,2,6,,,,,308.377
CID_6021887,Industrial,6021887,C13H16O3,220.26,4.4,1,3,46.5,CC/C=C/CCOC(=O)C1=CC=CC=C1O,PubChem,,,,Structure_PubChem,220.268,2.9053,1,3,46.53,16,1,5,,,,,220.268
CID_6161915,Industrial,6161915,C16H14O4,270.28,3.5,2,4,66.8,COC1=CC=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O,PubChem,,,,Structure_PubChem,270.284,3.0025,2,4,66.76,20,2,4,,,,,270.284
CID_6293081,Industrial,6293081,C17H16O5,300.30,3.5,2,5,76.0,COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC=C(C=C2)O)O,PubChem,,,,Structure_PubChem,300.31,3.0111,2,5,75.99,22,2,5,,,,,300.31
CID_6327116,Industrial,6327116,C6H6O2P+,141.08,0.9,1,2,37.3,C1=CC=C(C=C1)[P+](=O)O,PubChem,,,,Structure_PubChem,141.086,1.0466,1,1,37.3,9,1,1,,,,,141.086
CID_6327322,Industrial,6327322,C7H8ClSi,155.67,,0,0,0.0,C[Si](C1=CC=CC=C1)Cl,PubChem,,,,Structure_PubChem,155.68,1.7537,0,0,0.0,9,1,1,,,,,155.68
CID_6327324,Industrial,6327324,C6H5Cl2Si,176.09,,0,0,0.0,C1=CC=C(C=C1)[Si](Cl)Cl,PubChem,,,,Structure_PubChem,176.098,1.8594,0,0,0.0,9,1,1,,,,,176.098
CID_6327527,Industrial,6327527,C7H7Se,170.10,,0,0,0.0,CC1=CC=CC=C1[Se],PubChem,,,,Structure_PubChem,170.093,0.7888,0,0,0.0,8,1,0,,,,,170.093
CID_6327539,Industrial,6327539,C6H5ClSi,140.64,,0,0,0.0,C1=CC=C(C=C1)[Si]Cl,PubChem,,,,Structure_PubChem,140.645,1.1699,0,0,0.0,8,1,1,,,,,140.645
CID_6327608,Industrial,6327608,C6H5Se,156.07,,0,0,0.0,C1=CC=C(C=C1)[Se],PubChem,,,,Structure_PubChem,156.066,0.4804,0,0,0.0,7,1,0,,,,,156.066
CID_6327628,Industrial,6327628,C6H5Si,105.19,,0,0,0.0,C1=CC=C(C=C1)[Si],PubChem,,,,Structure_PubChem,105.192,0.4804,0,0,0.0,7,1,0,,,,,105.192
CID_6327655,Industrial,6327655,C7H8Si,120.22,,0,0,0.0,C[Si]C1=CC=CC=C1,PubChem,,,,Structure_PubChem,120.227,1.0642,0,0,0.0,8,1,1,,,,,120.227
CID_6327656,Industrial,6327656,C8H11Si,135.26,,0,0,0.0,C[Si](C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,135.262,1.648,0,0,0.0,9,1,1,,,,,135.262
CID_6327659,Industrial,6327659,C12H10Si,182.29,,0,0,0.0,C1=CC=C(C=C1)[Si]C2=CC=CC=C2,PubChem,,,,Structure_PubChem,182.298,1.3416,0,0,0.0,13,2,2,,,,,182.298
CID_6327689,Industrial,6327689,C12H10As,229.13,,0,0,0.0,C1=CC=C(C=C1)[As]C2=CC=CC=C2,PubChem,,,,Structure_PubChem,229.134,1.3416,0,0,0.0,13,2,2,,,,,229.134
CID_6328729,Industrial,6328729,C10H16Si2,192.40,,0,0,0.0,C[Si](C)C1=CC=C(C=C1)[Si](C)C,PubChem,,,,Structure_PubChem,192.41,1.6094,0,0,0.0,12,1,2,,,,,192.41
CID_6329252,Industrial,6329252,C9H11Si,147.27,,0,0,0.0,C[Si](C=C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,147.273,1.7434,0,0,0.0,10,1,2,,,,,147.273
CID_6333379,Industrial,6333379,C7H7Se,170.10,,0,0,0.0,CC1=CC=C(C=C1)[Se],PubChem,,,,Structure_PubChem,170.093,0.7888,0,0,0.0,8,1,0,,,,,170.093
CID_6364799,Industrial,6364799,C16H12O2,236.26,3.3,0,2,26.3,C1/C(=C\C2=CC=CC=C2)/C(=O)C3=CC=CC=C3O1,PubChem,,,,Structure_PubChem,236.27,3.3453,0,2,26.3,18,3,1,,,,,236.27
CID_6364990,Industrial,6364990,C6H5NaO2P+,163.07,,0,2,40.1,C1=CC=C(C=C1)[P+](=O)[O-].[Na+],PubChem,,,,Structure_PubChem,163.068,-2.5814,0,2,40.13,10,1,1,,,,,163.068
CID_6372315,Industrial,6372315,C12H14,158.24,4.2,0,0,0.0,CC(=C/C=C/C1=CC=CC=C1)C,PubChem,,,,Structure_PubChem,158.244,3.666,0,0,0.0,12,1,2,,,,,158.244
CID_6393846,Industrial,6393846,C10H12O,148.20,2.3,1,1,20.2,C/C(=C\C1=CC=CC=C1)/CO,PubChem,,,,Structure_PubChem,148.205,2.0822,1,1,20.23,11,1,2,,,,,148.205
CID_6396630,Industrial,6396630,C6H5F2P,146.07,2.6,0,2,0.0,C1=CC=C(C=C1)P(F)F,PubChem,,,,Structure_PubChem,146.076,2.5628,0,0,0.0,9,1,1,,,,,146.076
CID_6432319,Industrial,6432319,C3H5O,57.07,-0.1,0,1,17.1,CC(=O)[CH2],PubChem,,,,Structure_PubChem,57.072,0.4095,0,1,17.07,4,0,0,,,,,57.072
CID_6432324,Industrial,6432324,C3H7O,59.09,0.3,1,1,20.2,[CH2]CCO,PubChem,,,,Structure_PubChem,59.088,0.2029,1,1,20.23,4,0,1,,,,,59.088
CID_6432439,Industrial,6432439,C2H5O,45.06,-0.1,1,1,20.2,[CH2]CO,PubChem,,,,Structure_PubChem,45.061,-0.1872,1,1,20.23,3,0,0,,,,,45.061
CID_6442188,Industrial,6442188,C15H14O,210.27,4.2,1,1,20.2,CC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)O,PubChem,,,,Structure_PubChem,210.276,3.871,1,1,20.23,16,2,2,,,,,210.276
CID_6912034,Industrial,6912034,C3H6O,59.09,-0.1,0,1,17.1,[2H]CC(=O)C,PubChem,,,,Structure_PubChem,59.0861,0.5953,0,1,17.07,4,0,0,,,,,59.0861
CID_9548678,Industrial,9548678,C14H12O,196.24,4.1,1,1,20.2,C1=CC=C(C=C1)/C=C\C2=CC=C(C=C2)O,PubChem,,,,Structure_PubChem,196.249,3.5626,1,1,20.23,15,2,2,,,,,196.249
CID_9818919,Industrial,9818919,C16H13NO7,331.28,2.9,0,7,108.0,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)CO[N+](=O)[O-],PubChem,,,,Structure_PubChem,331.28,2.5394,0,7,104.97,24,2,6,,,,,331.28
CID_9837937,Industrial,9837937,C15H10O4,254.24,2.8,2,4,66.8,C1=CC(=CC=C1/C=C/2\C3=C(C=C(C=C3)O)OC2=O)O,PubChem,,,,Structure_PubChem,254.241,2.5574,2,4,66.76,19,3,1,,,,,254.241
CID_9838158,Industrial,9838158,C15H20O4,264.32,5.2,2,4,74.6,CCCCCCCC(=O)C1=CC(=C(C=C1)O)C(=O)O,PubChem,,,,Structure_PubChem,264.321,3.6336,2,3,74.6,19,1,8,,,,,264.321
CID_9905405,Industrial,9905405,C15H22N2O6,326.34,,4,8,153.0,CC(=O)OC1=CC=CC=C1C(=O)O.C(CCN)CC(C(=O)O)N,PubChem,,,,Structure_PubChem,326.349,0.8374,4,6,152.94,23,1,7,,,,,326.349
CID_9942464,Industrial,9942464,C6H5F5S,204.16,5.2,0,5,1.0,C1=CC=C(C=C1)S(F)(F)(F)(F)F,PubChem,,,,Structure_PubChem,204.163,4.344,0,0,0.0,12,1,1,,,,,204.163
CID_10014185,Industrial,10014185,C16H24O,232.36,5.8,1,1,20.2,CCCCCC/C=C/CCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,232.367,4.8514,1,1,20.23,17,1,8,,,,,232.367
CID_10057438,Industrial,10057438,C3H5FO,75.07,0.3,0,2,17.1,CC(=O)C[18F],PubChem,,,,Structure_PubChem,75.0729,0.5449,0,1,17.07,5,0,1,,,,,75.0729
CID_10171417,Industrial,10171417,C6H4FIO,238.00,2.3,1,2,20.2,C1=CC(=C(C=C1F)I)O,PubChem,,,,Structure_PubChem,237.999,2.1359,1,1,20.23,9,1,0,,,,,237.999
CID_10176507,Industrial,10176507,C7H5F3OS,194.18,3.3,1,5,45.5,C1=CC=C(C(=C1)O)SC(F)(F)F,PubChem,,,,Structure_PubChem,194.177,3.0041,1,2,20.23,12,1,1,,,,,194.177
CID_10262345,Industrial,10262345,C14H20O,204.31,4.7,1,1,20.2,CCCC/C=C/CCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,204.313,4.0712,1,1,20.23,15,1,6,,,,,204.313
CID_10263365,Industrial,10263365,C16H24O,232.36,5.8,1,1,20.2,CCCCC/C=C/CCCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,232.367,4.8514,1,1,20.23,17,1,8,,,,,232.367
CID_10285773,Industrial,10285773,C2H6O,48.07,-0.1,1,1,20.2,CC[18OH],PubChem,,,,Structure_PubChem,48.0692,-0.0014,1,1,20.23,3,0,0,,,,,48.0692
CID_10405322,Industrial,10405322,C6H4I2O,345.90,2.9,1,1,20.2,C1=CC(=C(C(=C1)I)O)I,PubChem,,,,Structure_PubChem,345.905,2.6014,1,1,20.23,9,1,0,,,,,345.905
CID_10421515,Industrial,10421515,C7H7IO,234.03,2.5,1,1,20.2,CC1=C(C=CC(=C1)O)I,PubChem,,,,Structure_PubChem,234.036,2.3052,1,1,20.23,9,1,0,,,,,234.036
CID_10448266,Industrial,10448266,C6H5ClHg,313.15,,0,1,0.0,C1=CC=C(C=C1)[Hg+].[Cl-],PubChem,,,,Structure_PubChem,313.149,-2.1373,0,0,0.0,8,1,0,,,,,313.149
CID_10558640,Industrial,10558640,C6H5FO2,128.10,1.4,2,3,40.5,C1=CC(=C(C=C1O)O)F,PubChem,,,,Structure_PubChem,128.102,1.2369,2,2,40.46,9,1,0,,,,,128.102
CID_10678246,Industrial,10678246,C6H5FO2,128.10,1.3,2,3,40.5,C1=CC(=C(C(=C1)O)F)O,PubChem,,,,Structure_PubChem,128.102,1.2369,2,2,40.46,9,1,0,,,,,128.102
CID_10820672,Industrial,10820672,C6H4F2O2,146.09,1.4,2,4,40.5,C1=C(C(=CC(=C1O)F)F)O,PubChem,,,,Structure_PubChem,146.092,1.376,2,2,40.46,10,1,0,,,,,146.092
CID_10844515,Industrial,10844515,C6H4F2O2,146.09,1.4,2,4,40.5,C1=CC(=C(C(=C1O)F)O)F,PubChem,,,,Structure_PubChem,146.092,1.376,2,2,40.46,10,1,0,,,,,146.092
CID_10855399,Industrial,10855399,C8H8,107.17,2.9,0,0,0.0,[2H]C(=C([2H])C1=CC=CC=C1)[2H],PubChem,,,,Structure_PubChem,107.1703,2.3296,0,0,0.0,8,1,1,,,,,107.1703
CID_10856328,Industrial,10856328,C6H5ClO3S,192.62,2,0,3,51.8,C1=CC=C(C=C1)OS(=O)(=O)Cl,PubChem,,,,Structure_PubChem,192.623,1.549,0,3,43.37,11,1,2,,,,,192.623
CID_10891676,Industrial,10891676,C3H5ClHgO,293.11,,0,1,17.1,CC(=O)C[Hg]Cl,PubChem,,,,Structure_PubChem,293.115,1.23,0,1,17.07,6,0,2,,,,,293.115
CID_10898650,Industrial,10898650,C7H7Li,98.1,,0,1,0.0,[Li+].[CH2-]C1=CC=CC=C1,PubChem,,,,Structure_PubChem,98.074,-1.1272,0,0,0.0,8,1,0,,,,,98.074
CID_10914234,Industrial,10914234,C14H11IO,322.14,4.5,1,1,20.2,C1=CC(=CC(=C1)I)/C=C/C2=CC=C(C=C2)O,PubChem,,,,Structure_PubChem,322.145,4.1672,1,1,20.23,16,2,2,,,,,322.145
CID_10930334,Industrial,10930334,C30H58Sn2,656.2,,0,0,0.0,CCCC[Sn](CCCC)(CCCC)C1=CC=C(C=C1)[Sn](CCCC)(CCCC)CCCC,PubChem,,,,Structure_PubChem,656.216,9.7988,0,0,0.0,32,1,20,,,,,656.216
CID_10946274,Industrial,10946274,C18H28O3,292.4,7.3,2,3,57.5,CCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,PubChem,,,,Structure_PubChem,292.419,5.1637,2,2,57.53,21,1,11,,,,,292.419
CID_10954891,Industrial,10954891,C9H6CrO3,214.14,,0,3,3.0,[C-]#[O+].[C-]#[O+].[C-]#[O+].C1=CC=CC=C1.[Cr],PubChem,,,,Structure_PubChem,214.14,1.5716,0,0,59.7,13,1,0,,,,,214.14
CID_10962144,Industrial,10962144,C12H12Cl4Ru2,500.2,,0,0,0.0,C1=CC=CC=C1.C1=CC=CC=C1.Cl[Ru]Cl.Cl[Ru]Cl,PubChem,,,,Structure_PubChem,500.18,6.1262,0,0,0.0,18,2,0,,,,,500.18
CID_10975459,Industrial,10975459,C6H5LiS,116.1,,0,1,1.0,[Li+].C1=CC=C(C=C1)[S-],PubChem,,,,Structure_PubChem,116.114,-1.4036,0,1,0.0,8,1,0,,,,,116.114
CID_10986776,Industrial,10986776,C12H14O,174.24,3.6,1,1,20.2,C1CC=CC(C1)C2=CC=CC=C2O,PubChem,,,,Structure_PubChem,174.243,3.2159,1,1,20.23,13,2,1,,,,,174.243
CID_10997068,Industrial,10997068,CH4ClCuO,131.04,,1,1,20.2,CO.Cl[Cu],PubChem,,,,Structure_PubChem,131.041,0.2955,1,1,20.23,4,0,0,,,,,131.041
CID_11007810,Industrial,11007810,C3H6O,59.07,-0.1,0,1,17.1,C[13C](=O)C,PubChem,,,,Structure_PubChem,59.0724,0.5953,0,1,17.07,4,0,0,,,,,59.0724
CID_11008040,Industrial,11008040,C6H5ClS,144.62,2.8,0,1,25.3,C1=CC=C(C=C1)SCl,PubChem,,,,Structure_PubChem,144.626,2.9325,0,1,0.0,8,1,1,,,,,144.626
CID_11018996,Industrial,11018996,C11H12,144.21,3.9,0,0,0.0,C=C/C=C/CC1=CC=CC=C1,PubChem,,,,Structure_PubChem,144.217,2.9713,0,0,0.0,11,1,3,,,,,144.217
CID_11030308,Industrial,11030308,C6H7NO3S,173.19,0.6,1,4,77.8,C1=CC=C(C=C1)OS(=O)(=O)N,PubChem,,,,Structure_PubChem,173.193,0.2689,1,3,69.39,11,1,2,,,,,173.193
CID_11042360,Industrial,11042360,C12H10KP,224.28,,0,1,0.0,C1=CC=C(C=C1)[P-]C2=CC=CC=C2.[K+],PubChem,,,,Structure_PubChem,224.284,-0.4124,0,0,0.0,14,2,2,,,,,224.284
CID_11073333,Industrial,11073333,CH4O,38.066,-0.5,1,1,20.2,[3H]C([3H])([3H])O,PubChem,,,,Structure_PubChem,38.0661,-0.3915,1,1,20.23,2,0,0,,,,,38.0661
CID_11085696,Industrial,11085696,C7H7IO,234.03,2.6,1,1,20.2,CC1=CC(=C(C=C1)I)O,PubChem,,,,Structure_PubChem,234.036,2.3052,1,1,20.23,9,1,0,,,,,234.036
