Nom,Categorie,CID,Formule,Masse_molaire,LogP,HBD,HBA,TPSA,SMILES,Source_structure,Source_toxicologie,Plante,Partie_utilisee,Statut_donnees,RDKit_Masse_molaire,RDKit_LogP,RDKit_HBD,RDKit_HBA,RDKit_TPSA,Atomes_lourds,Anneaux,Liaisons_rotatables,LD50_mg_kg,LogLD50,Toxicite,Risque,RKdit_masse_molaire,PubChem_CID,Formule_PubChem,Masse_molaire_PubChem,LogP_PubChem,HBD_PubChem,HBA_PubChem,TPSA_PubChem,Atomes_lourds_PubChem,Anneaux_PubChem,Liaisons_rotatables_PubChem,SMILES_isomerique,IUPAC_Name,PubChem_Statut,RDKit_Atomes_lourds,RDKit_Anneaux,RDKit_Liaisons_rotatables,Nom_original,Nom_PubChem,IUPAC_Name_PubChem,SMILES_PubChem,InChI_PubChem,InChIKey_PubChem
"1,4-Phenylenebis(dimethylsilane)",Industrial,6328729,C10H16Si2,192.4,,0,0,0.0,C[Si](C)C1=CC=C(C=C1)[Si](C)C,PubChem,,,,Structure_PubChem,192.41,1.6094,0,0,0.0,12,1,2,,,,,192.41,,C10H16Si2,,,,,,,,,,,Trouvé,,,,CID_6328729,"1,4-Phenylenebis(dimethylsilane)",,C[Si](C)C1=CC=C(C=C1)[Si](C)C,"InChI=1S/C10H16Si2/c1-11(2)9-5-7-10(8-6-9)12(3)4/h5-8H,1-4H3",UHXCHUWSQRLZJS-UHFFFAOYSA-N
"Benzene, (ethenylmethylsilyl)-",Industrial,6329252,C9H11Si,147.27,,0,0,0.0,C[Si](C=C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,147.273,1.7434,0,0,0.0,10,1,2,,,,,147.273,,C9H11Si,,,,,,,,,,,Trouvé,,,,CID_6329252,"Benzene, (ethenylmethylsilyl)-",,C[Si](C=C)C1=CC=CC=C1,"InChI=1S/C9H11Si/c1-3-10(2)9-7-5-4-6-8-9/h3-8H,1H2,2H3",MOSXLDGILGBOSZ-UHFFFAOYSA-N
4-Methylbenzeneselenol,Industrial,6333379,C7H7Se,170.1,,0,0,0.0,CC1=CC=C(C=C1)[Se],PubChem,,,,Structure_PubChem,170.093,0.7888,0,0,0.0,8,1,0,,,,,170.093,,C7H7Se,,,,,,,,,,,Trouvé,,,,CID_6333379,4-Methylbenzeneselenol,,CC1=CC=C(C=C1)[Se],"InChI=1S/C7H7Se/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",QFSXGVRENHFNNG-UHFFFAOYSA-N
"(3E)-2,3-Dihydro-3-(phenylmethylene)-4H-1-benzopyran-4-one",Industrial,6364799,C16H12O2,236.26,3.3,0,2,26.3,C1/C(=C\C2=CC=CC=C2)/C(=O)C3=CC=CC=C3O1,PubChem,,,,Structure_PubChem,236.27,3.3453,0,2,26.3,18,3,1,,,,,236.27,,C16H12O2,,,,,,,,,,,Trouvé,,,,CID_6364799,"(3E)-2,3-Dihydro-3-(phenylmethylene)-4H-1-benzopyran-4-one",(3E)-3-benzylidenechromen-4-one,C1/C(=C\C2=CC=CC=C2)/C(=O)C3=CC=CC=C3O1,"InChI=1S/C16H12O2/c17-16-13(10-12-6-2-1-3-7-12)11-18-15-9-5-4-8-14(15)16/h1-10H,11H2/b13-10+",TXRPREROCFYGHX-JLHYYAGUSA-N
Sodium phenylphosphinate,Industrial,6364990,C6H5NaO2P+,163.07,,0,2,40.1,C1=CC=C(C=C1)[P+](=O)[O-].[Na+],PubChem,,,,Structure_PubChem,163.068,-2.5814,0,2,40.13,10,1,1,,,,,163.068,,C6H5NaO2P+,,,,,,,,,,,Trouvé,,,,CID_6364990,Sodium phenylphosphinate,sodium oxido-oxo-phenylphosphanium,C1=CC=C(C=C1)[P+](=O)[O-].[Na+],InChI=1S/C6H5O2P.Na/c7-9(8)6-4-2-1-3-5-6;/h1-5H;/q;+1,HHJJPFYGIRKQOM-UHFFFAOYSA-N
"4-Methyl-1-phenyl-1,3-pentadiene",Industrial,6372315,C12H14,158.24,4.2,0,0,0.0,CC(=C/C=C/C1=CC=CC=C1)C,PubChem,,,,Structure_PubChem,158.244,3.666,0,0,0.0,12,1,2,,,,,158.244,,C12H14,,,,,,,,,,,Trouvé,,,,CID_6372315,"4-Methyl-1-phenyl-1,3-pentadiene","[(1E)-4-methylpenta-1,3-dienyl]benzene",CC(=C/C=C/C1=CC=CC=C1)C,"InChI=1S/C12H14/c1-11(2)7-6-10-12-8-4-3-5-9-12/h3-10H,1-2H3/b10-6+",ZVNDSQGHZLPKQV-UXBLZVDNSA-N
alpha-Methylcinnamic alcohol,Industrial,6393846,C10H12O,148.2,2.3,1,1,20.2,C/C(=C\C1=CC=CC=C1)/CO,PubChem,,,,Structure_PubChem,148.205,2.0822,1,1,20.23,11,1,2,,,,,148.205,,C10H12O,,,,,,,,,,,Trouvé,,,,CID_6393846,alpha-Methylcinnamic alcohol,(E)-2-methyl-3-phenylprop-2-en-1-ol,C/C(=C\C1=CC=CC=C1)/CO,"InChI=1S/C10H12O/c1-9(8-11)7-10-5-3-2-4-6-10/h2-7,11H,8H2,1H3/b9-7+",LLNAMUJRIZIXHF-VQHVLOKHSA-N
Phenyldifluorophosphine,Industrial,6396630,C6H5F2P,146.07,2.6,0,2,0.0,C1=CC=C(C=C1)P(F)F,PubChem,,,,Structure_PubChem,146.076,2.5628,0,0,0.0,9,1,1,,,,,146.076,,C6H5F2P,,,,,,,,,,,Trouvé,,,,CID_6396630,Phenyldifluorophosphine,difluoro(phenyl)phosphane,C1=CC=C(C=C1)P(F)F,InChI=1S/C6H5F2P/c7-9(8)6-4-2-1-3-5-6/h1-5H,DPFCRMGFCUKIJZ-UHFFFAOYSA-N
Isopropenyloxy,Industrial,6432319,C3H5O,57.07,-0.1,0,1,17.1,CC(=O)[CH2],PubChem,,,,Structure_PubChem,57.072,0.4095,0,1,17.07,4,0,0,,,,,57.072,,C3H5O,,,,,,,,,,,Trouvé,,,,CID_6432319,Isopropenyloxy,,CC(=O)[CH2],"InChI=1S/C3H5O/c1-3(2)4/h1H2,2H3",HNUKTDKISXPDPA-UHFFFAOYSA-N
3-Hydroxypropyl,Industrial,6432324,C3H7O,59.09,0.3,1,1,20.2,[CH2]CCO,PubChem,,,,Structure_PubChem,59.088,0.2029,1,1,20.23,4,0,1,,,,,59.088,,C3H7O,,,,,,,,,,,Trouvé,,,,CID_6432324,3-Hydroxypropyl,,[CH2]CCO,"InChI=1S/C3H7O/c1-2-3-4/h4H,1-3H2",QOXOZONBQWIKDA-UHFFFAOYSA-N
CH2CH2OH,Industrial,6432439,C2H5O,45.06,-0.1,1,1,20.2,[CH2]CO,PubChem,,,,Structure_PubChem,45.061,-0.1872,1,1,20.23,3,0,0,,,,,45.061,,C2H5O,,,,,,,,,,,Trouvé,,,,CID_6432439,CH2CH2OH,,[CH2]CO,"InChI=1S/C2H5O/c1-2-3/h3H,1-2H2",HVFGPIFTSJJAKK-UHFFFAOYSA-N
4-[(E)-2-(4-methylphenyl)ethenyl]phenol,Industrial,6442188,C15H14O,210.27,4.2,1,1,20.2,CC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)O,PubChem,,,,Structure_PubChem,210.276,3.871,1,1,20.23,16,2,2,,,,,210.276,,C15H14O,,,,,,,,,,,Trouvé,,,,CID_6442188,4-[(E)-2-(4-methylphenyl)ethenyl]phenol,4-[(E)-2-(4-methylphenyl)ethenyl]phenol,CC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)O,"InChI=1S/C15H14O/c1-12-2-4-13(5-3-12)6-7-14-8-10-15(16)11-9-14/h2-11,16H,1H3/b7-6+",WFYJMFZHHRHKKR-VOTSOKGWSA-N
(1-~2~H_1_)Propan-2-one,Industrial,6912034,C3H6O,59.09,-0.1,0,1,17.1,[2H]CC(=O)C,PubChem,,,,Structure_PubChem,59.0861,0.5953,0,1,17.07,4,0,0,,,,,59.0861,,C3H6O,,,,,,,,,,,Trouvé,,,,CID_6912034,(1-~2~H_1_)Propan-2-one,1-deuteriopropan-2-one,[2H]CC(=O)C,InChI=1S/C3H6O/c1-3(2)4/h1-2H3/i1D,CSCPPACGZOOCGX-MICDWDOJSA-N
4-[(Z)-2-phenylethenyl]phenol,Industrial,9548678,C14H12O,196.24,4.1,1,1,20.2,C1=CC=C(C=C1)/C=C\C2=CC=C(C=C2)O,PubChem,,,,Structure_PubChem,196.249,3.5626,1,1,20.23,15,2,2,,,,,196.249,,C14H12O,,,,,,,,,,,Trouvé,,,,CID_9548678,4-[(Z)-2-phenylethenyl]phenol,4-[(Z)-2-phenylethenyl]phenol,C1=CC=C(C=C1)/C=C\C2=CC=C(C=C2)O,"InChI=1S/C14H12O/c15-14-10-8-13(9-11-14)7-6-12-4-2-1-3-5-12/h1-11,15H/b7-6-",QVLMUEOXQBUPAH-SREVYHEPSA-N
NO-aspirin,Industrial,9818919,C16H13NO7,331.28,2.9,0,7,108.0,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)CO[N+](=O)[O-],PubChem,,,,Structure_PubChem,331.28,2.5394,0,7,104.97,24,2,6,,,,,331.28,,C16H13NO7,,,,,,,,,,,Trouvé,,,,CID_9818919,NO-aspirin,[4-(nitrooxymethyl)phenyl] 2-acetyloxybenzoate,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)CO[N+](=O)[O-],"InChI=1S/C16H13NO7/c1-11(18)23-15-5-3-2-4-14(15)16(19)24-13-8-6-12(7-9-13)10-22-17(20)21/h2-9H,10H2,1H3",CTHNKWFUDCMLIQ-UHFFFAOYSA-N
Isoaurostatin,Industrial,9837937,C15H10O4,254.24,2.8,2,4,66.8,C1=CC(=CC=C1/C=C/2\C3=C(C=C(C=C3)O)OC2=O)O,PubChem,,,,Structure_PubChem,254.241,2.5574,2,4,66.76,19,3,1,,,,,254.241,,C15H10O4,,,,,,,,,,,Trouvé,,,,CID_9837937,Isoaurostatin,(3E)-6-hydroxy-3-[(4-hydroxyphenyl)methylidene]-1-benzofuran-2-one,C1=CC(=CC=C1/C=C/2\C3=C(C=C(C=C3)O)OC2=O)O,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)7-13-12-6-5-11(17)8-14(12)19-15(13)18/h1-8,16-17H/b13-7+",DJGNNZVFOBIPMK-NTUHNPAUSA-N
n-Octanoyl-5-salicylic acid,Industrial,9838158,C15H20O4,264.32,5.2,2,4,74.6,CCCCCCCC(=O)C1=CC(=C(C=C1)O)C(=O)O,PubChem,,,,Structure_PubChem,264.321,3.6336,2,3,74.6,19,1,8,,,,,264.321,,C15H20O4,,,,,,,,,,,Trouvé,,,,CID_9838158,n-Octanoyl-5-salicylic acid,2-hydroxy-5-octanoylbenzoic acid,CCCCCCCC(=O)C1=CC(=C(C=C1)O)C(=O)O,"InChI=1S/C15H20O4/c1-2-3-4-5-6-7-13(16)11-8-9-14(17)12(10-11)15(18)19/h8-10,17H,2-7H2,1H3,(H,18,19)",IXIGWKNBFPKCCD-UHFFFAOYSA-N
Aspisol,Industrial,9905405,C15H22N2O6,326.34,,4,8,153.0,CC(=O)OC1=CC=CC=C1C(=O)O.C(CCN)CC(C(=O)O)N,PubChem,,,,Structure_PubChem,326.349,0.8374,4,6,152.94,23,1,7,,,,,326.349,,C15H22N2O6,,,,,,,,,,,Trouvé,,,,CID_9905405,Aspisol,"2-acetyloxybenzoic acid;2,6-diaminohexanoic acid",CC(=O)OC1=CC=CC=C1C(=O)O.C(CCN)CC(C(=O)O)N,"InChI=1S/C9H8O4.C6H14N2O2/c1-6(10)13-8-5-3-2-4-7(8)9(11)12;7-4-2-1-3-5(8)6(9)10/h2-5H,1H3,(H,11,12);5H,1-4,7-8H2,(H,9,10)",JJBCTCGUOQYZHK-UHFFFAOYSA-N
Phenylsulfur Pentafluoride,Industrial,9942464,C6H5F5S,204.16,5.2,0,5,1.0,C1=CC=C(C=C1)S(F)(F)(F)(F)F,PubChem,,,,Structure_PubChem,204.163,4.344,0,0,0.0,12,1,1,,,,,204.163,,C6H5F5S,,,,,,,,,,,Trouvé,,,,CID_9942464,Phenylsulfur Pentafluoride,pentafluoro(phenyl)-lambda6-sulfane,C1=CC=C(C=C1)S(F)(F)(F)(F)F,"InChI=1S/C6H5F5S/c7-12(8,9,10,11)6-4-2-1-3-5-6/h1-5H",DMNYFEWFSFTYEL-UHFFFAOYSA-N
Gibbilimbol B,Industrial,10014185,C16H24O,232.36,5.8,1,1,20.2,CCCCCC/C=C/CCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,232.367,4.8514,1,1,20.23,17,1,8,,,,,232.367,,C16H24O,,,,,,,,,,,Trouvé,,,,CID_10014185,Gibbilimbol B,4-[(E)-dec-3-enyl]phenol,CCCCCC/C=C/CCC1=CC=C(C=C1)O,"InChI=1S/C16H24O/c1-2-3-4-5-6-7-8-9-10-15-11-13-16(17)14-12-15/h7-8,11-14,17H,2-6,9-10H2,1H3/b8-7+",RQVUFITWWLNDGP-BQYQJAHWSA-N
1-(18F)fluoropropan-2-one,Industrial,10057438,C3H5FO,75.07,0.3,0,2,17.1,CC(=O)C[18F],PubChem,,,,Structure_PubChem,75.0729,0.5449,0,1,17.07,5,0,1,,,,,75.0729,,C3H5FO,,,,,,,,,,,Trouvé,,,,CID_10057438,1-(18F)fluoropropan-2-one,1-(18F)fluoropropan-2-one,CC(=O)C[18F],"InChI=1S/C3H5FO/c1-3(5)2-4/h2H2,1H3/i4-1",MSWVMWGCNZQPIA-NUTRPMROSA-N
4-Fluoro-2-iodophenol,Industrial,10171417,C6H4FIO,238.0,2.3,1,2,20.2,C1=CC(=C(C=C1F)I)O,PubChem,,,,Structure_PubChem,237.999,2.1359,1,1,20.23,9,1,0,,,,,237.999,,C6H4FIO,,,,,,,,,,,Trouvé,,,,CID_10171417,4-Fluoro-2-iodophenol,4-fluoro-2-iodophenol,C1=CC(=C(C=C1F)I)O,"InChI=1S/C6H4FIO/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",FTTVHYAABUMDNX-UHFFFAOYSA-N
2-[(Trifluoromethyl)sulfanyl]phenol,Industrial,10176507,C7H5F3OS,194.18,3.3,1,5,45.5,C1=CC=C(C(=C1)O)SC(F)(F)F,PubChem,,,,Structure_PubChem,194.177,3.0041,1,2,20.23,12,1,1,,,,,194.177,,C7H5F3OS,,,,,,,,,,,Trouvé,,,,CID_10176507,2-[(Trifluoromethyl)sulfanyl]phenol,2-(trifluoromethylsulfanyl)phenol,C1=CC=C(C(=C1)O)SC(F)(F)F,"InChI=1S/C7H5F3OS/c8-7(9,10)12-6-4-2-1-3-5(6)11/h1-4,11H",QIVDFUUJJILMTQ-UHFFFAOYSA-N
Gibbilimbol D,Industrial,10262345,C14H20O,204.31,4.7,1,1,20.2,CCCC/C=C/CCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,204.313,4.0712,1,1,20.23,15,1,6,,,,,204.313,,C14H20O,,,,,,,,,,,Trouvé,,,,CID_10262345,Gibbilimbol D,4-[(E)-oct-3-enyl]phenol,CCCC/C=C/CCC1=CC=C(C=C1)O,"InChI=1S/C14H20O/c1-2-3-4-5-6-7-8-13-9-11-14(15)12-10-13/h5-6,9-12,15H,2-4,7-8H2,1H3/b6-5+",UTXMWVVQOZAGKZ-AATRIKPKSA-N
Gibbilimbol A,Industrial,10263365,C16H24O,232.36,5.8,1,1,20.2,CCCCC/C=C/CCCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,232.367,4.8514,1,1,20.23,17,1,8,,,,,232.367,,C16H24O,,,,,,,,,,,Trouvé,,,,CID_10263365,Gibbilimbol A,4-[(E)-dec-4-enyl]phenol,CCCCC/C=C/CCCC1=CC=C(C=C1)O,"InChI=1S/C16H24O/c1-2-3-4-5-6-7-8-9-10-15-11-13-16(17)14-12-15/h6-7,11-14,17H,2-5,8-10H2,1H3/b7-6+",LMJPVRXXPPOFAM-VOTSOKGWSA-N
"Ethanol-18O, 95 atom % 18O",Industrial,10285773,C2H6O,48.07,-0.1,1,1,20.2,CC[18OH],PubChem,,,,Structure_PubChem,48.0692,-0.0014,1,1,20.23,3,0,0,,,,,48.0692,,C2H6O,,,,,,,,,,,Trouvé,,,,CID_10285773,"Ethanol-18O, 95 atom % 18O",ethan(18O)ol,CC[18OH],"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3/i3+2",LFQSCWFLJHTTHZ-YZRHJBSPSA-N
"2,6-Diiodophenol",Industrial,10405322,C6H4I2O,345.9,2.9,1,1,20.2,C1=CC(=C(C(=C1)I)O)I,PubChem,,,,Structure_PubChem,345.905,2.6014,1,1,20.23,9,1,0,,,,,345.905,,C6H4I2O,,,,,,,,,,,Trouvé,,,,CID_10405322,"2,6-Diiodophenol","2,6-diiodophenol",C1=CC(=C(C(=C1)I)O)I,"InChI=1S/C6H4I2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H",VMGBDTCTVUUNAO-UHFFFAOYSA-N
4-Iodo-3-methylphenol,Industrial,10421515,C7H7IO,234.03,2.5,1,1,20.2,CC1=C(C=CC(=C1)O)I,PubChem,,,,Structure_PubChem,234.036,2.3052,1,1,20.23,9,1,0,,,,,234.036,,C7H7IO,,,,,,,,,,,Trouvé,,,,CID_10421515,4-Iodo-3-methylphenol,4-iodo-3-methylphenol,CC1=C(C=CC(=C1)O)I,"InChI=1S/C7H7IO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3",IYKHMSCHNOEGSE-UHFFFAOYSA-N
Phenylmercury(1+);chloride,Industrial,10448266,C6H5ClHg,313.15,,0,1,0.0,C1=CC=C(C=C1)[Hg+].[Cl-],PubChem,,,,Structure_PubChem,313.149,-2.1373,0,0,0.0,8,1,0,,,,,313.149,,C6H5ClHg,,,,,,,,,,,Trouvé,,,,CID_10448266,Phenylmercury(1+);chloride,phenylmercury(1+) chloride,C1=CC=C(C=C1)[Hg+].[Cl-],InChI=1S/C6H5.ClH.Hg/c1-2-4-6-5-3-1;;/h1-5H;1H;/q;;+1/p-1,AWGTVRDHKJQFAX-UHFFFAOYSA-M
"4-Fluoro-1,3-dihydroxybenzene",Industrial,10558640,C6H5FO2,128.1,1.4,2,3,40.5,C1=CC(=C(C=C1O)O)F,PubChem,,,,Structure_PubChem,128.102,1.2369,2,2,40.46,9,1,0,,,,,128.102,,C6H5FO2,,,,,,,,,,,Trouvé,,,,CID_10558640,"4-Fluoro-1,3-dihydroxybenzene","4-fluorobenzene-1,3-diol",C1=CC(=C(C=C1O)O)F,"InChI=1S/C6H5FO2/c7-5-2-1-4(8)3-6(5)9/h1-3,8-9H",XPOIJNIQXJYQOV-UHFFFAOYSA-N
2-Fluororesorcinol,Industrial,10678246,C6H5FO2,128.1,1.3,2,3,40.5,C1=CC(=C(C(=C1)O)F)O,PubChem,,,,Structure_PubChem,128.102,1.2369,2,2,40.46,9,1,0,,,,,128.102,,C6H5FO2,,,,,,,,,,,Trouvé,,,,CID_10678246,2-Fluororesorcinol,"2-fluorobenzene-1,3-diol",C1=CC(=C(C(=C1)O)F)O,"InChI=1S/C6H5FO2/c7-6-4(8)2-1-3-5(6)9/h1-3,8-9H",AGQVUPRGSFUGMJ-UHFFFAOYSA-N
"4,6-Difluorobenzene-1,3-diol",Industrial,10820672,C6H4F2O2,146.09,1.4,2,4,40.5,C1=C(C(=CC(=C1O)F)F)O,PubChem,,,,Structure_PubChem,146.092,1.376,2,2,40.46,10,1,0,,,,,146.092,,C6H4F2O2,,,,,,,,,,,Trouvé,,,,CID_10820672,"4,6-Difluorobenzene-1,3-diol","4,6-difluorobenzene-1,3-diol",C1=C(C(=CC(=C1O)F)F)O,"InChI=1S/C6H4F2O2/c7-3-1-4(8)6(10)2-5(3)9/h1-2,9-10H",OEPHFJHSCASUKS-UHFFFAOYSA-N
"2,4-Difluororesorcinol",Industrial,10844515,C6H4F2O2,146.09,1.4,2,4,40.5,C1=CC(=C(C(=C1O)F)O)F,PubChem,,,,Structure_PubChem,146.092,1.376,2,2,40.46,10,1,0,,,,,146.092,,C6H4F2O2,,,,,,,,,,,Trouvé,,,,CID_10844515,"2,4-Difluororesorcinol","2,4-difluorobenzene-1,3-diol",C1=CC(=C(C(=C1O)F)O)F,"InChI=1S/C6H4F2O2/c7-3-1-2-4(9)5(8)6(3)10/h1-2,9-10H",IBNBFQFUGXNAKU-UHFFFAOYSA-N
(~2~H_3_)Ethenylbenzene,Industrial,10855399,C8H8,107.17,2.9,0,0,0.0,[2H]C(=C([2H])C1=CC=CC=C1)[2H],PubChem,,,,Structure_PubChem,107.1703,2.3296,0,0,0.0,8,1,1,,,,,107.1703,,C8H8,,,,,,,,,,,Trouvé,,,,CID_10855399,(~2~H_3_)Ethenylbenzene,"1,2,2-trideuterioethenylbenzene",[2H]C(=C([2H])C1=CC=CC=C1)[2H],"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2/i1D2,2D",PPBRXRYQALVLMV-FUDHJZNOSA-N
Phenyl chloranesulfonate,Industrial,10856328,C6H5ClO3S,192.62,2.0,0,3,51.8,C1=CC=C(C=C1)OS(=O)(=O)Cl,PubChem,,,,Structure_PubChem,192.623,1.549,0,3,43.37,11,1,2,,,,,192.623,,C6H5ClO3S,,,,,,,,,,,Trouvé,,,,CID_10856328,Phenyl chloranesulfonate,chlorosulfonyloxybenzene,C1=CC=C(C=C1)OS(=O)(=O)Cl,"InChI=1S/C6H5ClO3S/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H",XBXHEDNNWSJZPK-UHFFFAOYSA-N
1-(Chloromercuri)-2-propanone,Industrial,10891676,C3H5ClHgO,293.11,,0,1,17.1,CC(=O)C[Hg]Cl,PubChem,,,,Structure_PubChem,293.115,1.23,0,1,17.07,6,0,2,,,,,293.115,,C3H5ClHgO,,,,,,,,,,,Trouvé,,,,CID_10891676,1-(Chloromercuri)-2-propanone,chloro(2-oxopropyl)mercury,CC(=O)C[Hg]Cl,"InChI=1S/C3H5O.ClH.Hg/c1-3(2)4;;/h1H2,2H3;1H;/q;;+1/p-1",NPZKGIMPCUETOK-UHFFFAOYSA-M
Benzyllithium,Industrial,10898650,C7H7Li,98.1,,0,1,0.0,[Li+].[CH2-]C1=CC=CC=C1,PubChem,,,,Structure_PubChem,98.074,-1.1272,0,0,0.0,8,1,0,,,,,98.074,,C7H7Li,,,,,,,,,,,Trouvé,,,,CID_10898650,Benzyllithium,lithium methanidylbenzene,[Li+].[CH2-]C1=CC=CC=C1,"InChI=1S/C7H7.Li/c1-7-5-3-2-4-6-7;/h2-6H,1H2;/q-1;+1",YNXURHRFIMQACJ-UHFFFAOYSA-N
4-(3-Iodostyryl)phenol,Industrial,10914234,C14H11IO,322.14,4.5,1,1,20.2,C1=CC(=CC(=C1)I)/C=C/C2=CC=C(C=C2)O,PubChem,,,,Structure_PubChem,322.145,4.1672,1,1,20.23,16,2,2,,,,,322.145,,C14H11IO,,,,,,,,,,,Trouvé,,,,CID_10914234,4-(3-Iodostyryl)phenol,4-[(E)-2-(3-iodophenyl)ethenyl]phenol,C1=CC(=CC(=C1)I)/C=C/C2=CC=C(C=C2)O,"InChI=1S/C14H11IO/c15-13-3-1-2-12(10-13)5-4-11-6-8-14(16)9-7-11/h1-10,16H/b5-4+",ASEXKNGMNUFVRL-SNAWJCMRSA-N
"1,4-Bis(tributylstannyl)benzene",Industrial,10930334,C30H58Sn2,656.2,,0,0,0.0,CCCC[Sn](CCCC)(CCCC)C1=CC=C(C=C1)[Sn](CCCC)(CCCC)CCCC,PubChem,,,,Structure_PubChem,656.216,9.7988,0,0,0.0,32,1,20,,,,,656.216,,C30H58Sn2,,,,,,,,,,,Trouvé,,,,CID_10930334,"1,4-Bis(tributylstannyl)benzene",tributyl-(4-tributylstannylphenyl)stannane,CCCC[Sn](CCCC)(CCCC)C1=CC=C(C=C1)[Sn](CCCC)(CCCC)CCCC,"InChI=1S/C6H4.6C4H9.2Sn/c1-2-4-6-5-3-1;6*1-3-4-2;;/h1-2,5-6H;6*1,3-4H2,2H3;;",RZCMLHJDBZGVSJ-UHFFFAOYSA-N
Kwyizcavxflwsz-uhfffaoysa-,Industrial,10946274,C18H28O3,292.4,7.3,2,3,57.5,CCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,PubChem,,,,Structure_PubChem,292.419,5.1637,2,2,57.53,21,1,11,,,,,292.419,,C18H28O3,,,,,,,,,,,Trouvé,,,,CID_10946274,Kwyizcavxflwsz-uhfffaoysa-,2-hydroxy-6-undecylbenzoic acid,CCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,"InChI=1S/C18H28O3/c1-2-3-4-5-6-7-8-9-10-12-15-13-11-14-16(19)17(15)18(20)21/h11,13-14,19H,2-10,12H2,1H3,(H,20,21)",KWYIZCAVXFLWSZ-UHFFFAOYSA-N
(eta6-Benzene)tricarbonylchromium,Industrial,10954891,C9H6CrO3,214.14,,0,3,3.0,[C-]#[O+].[C-]#[O+].[C-]#[O+].C1=CC=CC=C1.[Cr],PubChem,,,,Structure_PubChem,214.14,1.5716,0,0,59.7,13,1,0,,,,,214.14,,C9H6CrO3,,,,,,,,,,,Trouvé,,,,CID_10954891,(eta6-Benzene)tricarbonylchromium,benzene;carbon monoxide;chromium,[C-]#[O+].[C-]#[O+].[C-]#[O+].C1=CC=CC=C1.[Cr],InChI=1S/C6H6.3CO.Cr/c1-2-4-6-5-3-1;3*1-2;/h1-6H;;;;,WVSBQYMJNMJHIM-UHFFFAOYSA-N
Benzeneruthenium(II) Chloride Dimer,Industrial,10962144,C12H12Cl4Ru2,500.2,,0,0,0.0,C1=CC=CC=C1.C1=CC=CC=C1.Cl[Ru]Cl.Cl[Ru]Cl,PubChem,,,,Structure_PubChem,500.18,6.1262,0,0,0.0,18,2,0,,,,,500.18,,C12H12Cl4Ru2,,,,,,,,,,,Trouvé,,,,CID_10962144,Benzeneruthenium(II) Chloride Dimer,benzene;bis(dichlororuthenium),C1=CC=CC=C1.C1=CC=CC=C1.Cl[Ru]Cl.Cl[Ru]Cl,InChI=1S/2C6H6.4ClH.2Ru/c2*1-2-4-6-5-3-1;;;;;;/h2*1-6H;4*1H;;/q;;;;;;2*+2/p-4,YGXMUPKIEHNBNQ-UHFFFAOYSA-J
Lithium thiophenolate,Industrial,10975459,C6H5LiS,116.1,,0,1,1.0,[Li+].C1=CC=C(C=C1)[S-],PubChem,,,,Structure_PubChem,116.114,-1.4036,0,1,0.0,8,1,0,,,,,116.114,,C6H5LiS,,,,,,,,,,,Trouvé,,,,CID_10975459,Lithium thiophenolate,lithium benzenethiolate,[Li+].C1=CC=C(C=C1)[S-],"InChI=1S/C6H6S.Li/c7-6-4-2-1-3-5-6;/h1-5,7H;/q;+1/p-1",HPFQTCRYSOTMDJ-UHFFFAOYSA-M
2-Cyclohex-2-en-1-ylphenol,Industrial,10986776,C12H14O,174.24,3.6,1,1,20.2,C1CC=CC(C1)C2=CC=CC=C2O,PubChem,,,,Structure_PubChem,174.243,3.2159,1,1,20.23,13,2,1,,,,,174.243,,C12H14O,,,,,,,,,,,Trouvé,,,,CID_10986776,2-Cyclohex-2-en-1-ylphenol,2-cyclohex-2-en-1-ylphenol,C1CC=CC(C1)C2=CC=CC=C2O,"InChI=1S/C12H14O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h2,4-6,8-10,13H,1,3,7H2",NIZZSXXQUHXUDC-UHFFFAOYSA-N
